code,printed_no,type,ns_angle,fs_angle,max_land,land_dec,status,replacement
FB002,FB002,FLANGE,22 1/2,,"1/16"" MAX",.06,,
FB004,FB004,FLANGE,22.5,22.5,"0-1/16"" MAX LAND",.06,,
FB025,FB025,FLANGE,27 1/2,27 1/2,"0-1/16"" MAX LAND",.06,,
FB050,FB050,FLANGE BEVEL,,25,.06 MAX LAND,.06,,
KB076,WB076,WEB,22 1/2,,"1/16"" MAX",.06,,
KB100,KB100,SINGLE N/S BEVEL,10.0,,"0-1/16"" MAX LAND",.06,,
KB101,KB101,SINGLE N/S BEVEL,12.5,,"0-1/16"" MAX LAND",.06,,
KB102,KB102,SINGLE N/S BEVEL,15,,"0-1/16"" MAX LAND",.06,,
FB052,FB052,FLANGE,22.5,,"0-1/16"" MAX LAND",.06,,
FB053,FB053,FLANGE,27.5 TYP,27.5 TYP,".06"" MAX LAND",.06,,
FB054,FB054,FLANGE,27 1/2,27 1/2,"0-1/16"" MAX LAND",.06,,
FB055,FB055,FLANGE,27.5 TYP,27.5 TYP,".06"" LAND",.06,,
FB056,FB056,FLANGE,27.5 TYP,27.5 TYP,".06"" MAX LAND",.06,,
FB061,FB061,FLANGE,22.5,,,,,
FB062,FB062,FLANGE,22.5,,,,,
FB063,FB063,TAPER WITH DOUBLE BEVEL,22.5,22.5,,,,
FB064,FB064,TAPER WITH DOUBLE BEVEL,30 / 30,30 / 30,0.06 MAX LAND,0.06,,
FB065,FB065,TAPER WITH DOUBLE BEVEL,22.5,22.5,,,,
FB066,FB066,FLANGE BEVEL,22.5 TYP,22.5 TYP,.06 MAX LAND,.06,,
FB067,FB067,TAPER WITH DOUBLE BEVEL,22.5,22.5,,,,
FB068,FB068,TAPER WITH DOUBLE BEVEL,22.5,22.5,,,,
FB069,FB069,FLANGE,22.5,22.5,0-1/16 MAX LAND,.06,,
FB070,FB070,FLANGE TAPER WITH DOUBLE BEVEL,22.5 TYP,22.5 TYP,0.06 MAX LAND,0.06,,
KB066,WB066,WEB,22 1/2,,"1/16"" MAX",.06,,
KB103,KB103,SINGLE N/S BEVEL,17.5,,"0-1/16"" MAX LAND",.06,,
KB104,KB104,SINGLE N/S BEVEL,20,,"0-1/16"" MAX LAND",.06,,
KB105,KB105,SINGLE N/S BEVEL,22.5,,"0-1/16"" MAX LAND",.06,,
KB106,KB106,SINGLE N/S BEVEL,25,,"0-1/16"" MAX LAND",.06,,
KB107,KB107,SINGLE N/S BEVEL,27.5,,"0-1/16"" MAX LAND",.06,,
KB108,KB108,SINGLE N/S BEVEL,30,,"0-1/16"" MAX LAND",.06,,
KB109,KB109,SINGLE N/S BEVEL,32.5,,"0-1/16"" MAX LAND",.06,,
KB110,KB110,SINGLE N/S BEVEL,35,,"0-1/16"" MAX LAND",.06,,
KB111,KB111,SINGLE N/S BEVEL,37.5,,"0-1/16"" MAX LAND",.06,,
KB112,KB112,SINGLE N/S BEVEL,40,,"0-1/16"" MAX LAND",.06,,
KB113,KB113,SINGLE N/S BEVEL,42.5,,"0-1/16"" MAX LAND",.06,,
KB115,KB115,SINGLE N/S BEVEL,30,,,,,
KB116,KB116,SINGLE N/S BEVEL,22.5,,,,,
KB117,KB117,SINGLE N/S BEVEL,22.5,,,,,
KB118,KB118,SINGLE N/S BEVEL,45,,,,,
KB119,KB119,SINGLE N/S BEVEL,67.5,,,,,
KB120,KB120,SINGLE N/S BEVEL,67.5,,,,,
KB121,KB121,SINGLE N/S BEVEL,45,,,,,
KB122,KB122,SINGLE N/S BEVEL,53,,"0-1/16"" MAX LAND",.06,,
KB123,KB123,SINGLE N/S BEVEL,45,,,,,
KB124,KB124,SINGLE N/S BEVEL,22.5,,,,,
KB125,KB125,SINGLE N/S BEVEL,67.5,,,,,
KB126,KB126,SINGLE N/S BEVEL,22.5,,,,,
KB127,KB127,SINGLE N/S BEVEL,22.5,,,,,
KB128,KB128,SINGLE N/S BEVEL,38,,,,,
KB129,KB129,SINGLE N/S BEVEL,63.5,,"0-1/16"" MAX LAND",.06,,
KB114,KB114,SINGLE N/S BEVEL,45,,"0-1/16"" MAX LAND",.06,,
KB130,KB130,SINGLE N/S BEVEL,50,,"0-1/16"" MAX LAND",.06,,
KB131,KB131,SINGLE N/S BEVEL,63,,"0 3/16"" LAND",.19,,
KB132,KB132,SINGLE N/S BEVEL,67.5,,,,,
KB133,KB133,SINGLE N/S BEVEL,22.5,,,,,
KB134,KB134,SINGLE N/S BEVEL,30,,,,,
KB135,KB135,SINGLE N/S BEVEL,22.5,,,,,
KB136,KB136,SINGLE N/S BEVEL,5,,"0-1/16"" MAX LAND",.06,,
KB137,KB137,SINGLE N/S BEVEL,45,,,,,
KB138,KB138,SINGLE N/S BEVEL,40,,,,,
KB139,KB139,SINGLE N/S BEVEL,55,,,,,
KB140,KB140,SINGLE N/S BEVEL,67.5,,,,,
KB141,KB141,SINGLE N/S BEVEL,30,,,,,
KB142,KB142,SINGLE N/S BEVEL,45,,,,,
KB143,KB143,SINGLE N/S BEVEL,50,,,,,
KB144,KB144,SINGLE N/S BEVEL,25,,,,,
KB145,KB145,SINGLE N/S BEVEL,22.5,,,,,
KB146,KB146,SINGLE N/S BEVEL,22.5,,,,,
KB147,KB147,SINGLE N/S BEVEL,22.5,,,,,
KB148,KB148,SINGLE N/S BEVEL,77.5,,,,,
KB149,KB149,SINGLE N/S BEVEL,60,,"5/16"" LAND",.31,,
KB150,KB150,SINGLE N/S BEVEL,67.5,,,,,
KB151,KB151,SINGLE N/S BEVEL,,,,,NO SKETCH,
KB152,KB152,SINGLE N/S BEVEL,52.5,,,,,
KB153,KB153,SINGLE N/S BEVEL,45,,,,,
KB154,KB154,SINGLE N/S BEVEL,30,,,,,
KB155,KB155,SINGLE N/S BEVEL,67.5,,,,,
KB156,KB156,SINGLE N/S BEVEL,30,,,,,
KB157,KB157,SINGLE N/S BEVEL,52,,,,,
KB158,KB158,SINGLE N/S BEVEL,52,,,,,
KB159,KB159,SINGLE N/S BEVEL,52,,,,,
KB160,KB160,SINGLE N/S BEVEL,67.5,,,,,
KB161,KB161,SINGLE N/S BEVEL,45,,,,,
KB162,KB162,SINGLE N/S BEVEL,60.0,,"0-1/16"" MAX LAND",.06,,
KB163,KB163,SINGLE N/S BEVEL,45,,,,,
KB164,KB164,SINGLE N/S BEVEL,45,,,,,
KB165,KB165,SINGLE N/S BEVEL,45,,,,,
KB166,KB166,SINGLE N/S BEVEL,7,,"0-1/16"" MAX LAND",.06,,
KB167,KB167,SINGLE N/S BEVEL,75,,"0-1/16"" MAX LAND",.06,,
KB168,KB168,SINGLE N/S BEVEL,9.0,,"0-1/16"" MAX LAND",.06,,
KB169,KB169,SINGLE N/S BEVEL,52,,,,,
KB170,KB170,SINGLE N/S BEVEL,45,,,,,
KB171,KB171,SINGLE N/S BEVEL,25,,,,,
KB172,KB172,SINGLE N/S BEVEL,70.5,,"0-1/16"" MAX LAND",.06,,
KB173,KB173,SINGLE N/S BEVEL,55,,"1/16"" MAX LAND",.06,,
KB174,KB174,SINGLE N/S BEVEL,38,,,,,
KB175,KB175,SINGLE N/S BEVEL,45,,1.00 LAND,1.00,,
KB176,KB176,SINGLE N/S BEVEL,45,,.50 LAND,.50,,
KB177,KB177,SINGLE N/S BEVEL,45,,.75 LAND,.75,,
KB178,KB178,SINGLE N/S BEVEL,45,,,,,
KB179,KB179,SINGLE N/S BEVEL,52,,"1/8"" LAND",.13,,
KB180,KB180,SINGLE N/S BEVEL,38,,,,,
KB181,KB181,SINGLE N/S BEVEL,45,,,,,
KB200,KB200,BALANCED DOUBLE BEVEL,22.5,22.5,"0-1/16"" MAX LAND",.06,,
KB201,KB201,BALANCED DOUBLE BEVEL,27.5,27.5,"0-1/16"" MAX LAND",.06,,
KB202,KB202,BALANCED DOUBLE BEVEL,30,30,"0-1/16"" MAX LAND",.06,,
KB203,KB203,BALANCED DOUBLE BEVEL,35,35,"0-1/16"" MAX LAND",.06,,
KB204,KB204,BALANCED DOUBLE BEVEL,45,45,"0-1/16"" MAX LAND",.06,,
KB205,KB205,BALANCED DOUBLE BEVEL,52,52,,,,
KB206,KB206,BALANCED DOUBLE BEVEL,52,52,,,,
KB207,KB207,BALANCED DOUBLE BEVEL,52,52,,,,
KB208,KB208,BALANCED DOUBLE BEVEL,35,35,,,,
KB209,KB209,BALANCED DOUBLE BEVEL,52,52,,,,
KB210,KB210,BALANCED DOUBLE BEVEL,52,52,,,,
KB211,KB211,BALANCED DOUBLE BEVEL,52,52,,,,
KB212,KB212,BALANCED DOUBLE BEVEL,22.5,22.5,,,,
KB213,KB213,BALANCED DOUBLE BEVEL,52,52,,,,
KB214,KB214,BALANCED DOUBLE BEVEL,45,45,,,,
KB215,KB215,BALANCED DOUBLE BEVEL,67.5,67.5,,,,
KB216,KB216,BALANCED DOUBLE BEVEL,60,60,,,,
KB217,KB217,BALANCED DOUBLE BEVEL,52,52,,,,
KB218,KB218,BALANCED DOUBLE BEVEL,52,52,,,,
KB219,KB219,BALANCED DOUBLE BEVEL,52,52,,,,
KB220,KB220,BALANCED DOUBLE BEVEL,52,52,,,,
KB221,KB221,BALANCED DOUBLE BEVEL,52,52,"0-1/16"" MAX LAND",.06,,
KB222,KB222,BALANCED DOUBLE BEVEL,45,45,,,,
KB223,KB223,BALANCED DOUBLE BEVEL,58,58,,,,
KB224,KB224,BALANCED DOUBLE BEVEL,22,22,,,,
KB225,KB225,BALANCED DOUBLE BEVEL,45,45,,,,
KB226,KB226,BALANCED DOUBLE BEVEL,40,40,,,,
KB227,KB227,BALANCED DOUBLE BEVEL,52,52,,,,
KB228,KB228,BALANCED DOUBLE BEVEL,52,52,,,,
KB229,KB229,BALANCED DOUBLE BEVEL,60,60,,,,
KB230,KB230,BALANCED DOUBLE BEVEL,41,49,,,,
KB231,KB231,BALANCED DOUBLE BEVEL,49,41,,,,
KB232,KB232,BALANCED DOUBLE BEVEL,60,60,,,,
KB233,KB233,STD,55,55,,,,
KB300,KB300,SINGLE F/S BEVEL,,10,"0-1/16"" MAX LAND",.06,,
KB301,KB301,SINGLE F/S BEVEL,,12.5,"0-1/16"" MAX LAND",.06,,
KB302,KB302,SINGLE F/S BEVEL,,15,"0-1/16"" MAX LAND",.06,,
KB303,KB303,SINGLE F/S BEVEL,,17.5,"0-1/16"" MAX LAND",.06,,
KB304,KB304,SINGLE F/S BEVEL,,20,"0-1/16"" MAX LAND",.06,,
KB305,KB305,SINGLE F/S BEVEL,,22.5,"0-1/16"" MAX LAND",.06,,
KB306,KB306,SINGLE F/S BEVEL,,25,"0-1/16"" MAX LAND",.06,,
KB307,KB307,SINGLE F/S BEVEL,,27.5,"0-1/16"" MAX LAND",.06,,
KB308,KB308,SINGLE F/S BEVEL,,30,"0-1/16"" MAX LAND",.06,,
KB309,KB309,SINGLE F/S BEVEL,,32.5,"0-1/16"" MAX LAND",.06,,
KB310,KB310,SINGLE F/S BEVEL,,35,"0-1/16"" MAX LAND",.06,,
KB311,KB311,SINGLE F/S BEVEL,,37.5,"0-1/16"" MAX LAND",.06,,
KB312,KB312,SINGLE F/S BEVEL,,40,"0-1/16"" MAX LAND",.06,,
KB313,KB313,SINGLE F/S BEVEL,,42.5,"0-1/16"" MAX LAND",.06,,
KB314,KB314,SINGLE F/S BEVEL,,45,"0-1/16"" MAX LAND",.06,,
KB315,KB315,SINGLE F/S BEVEL,,30,,,,
KB316,KB316,SINGLE F/S BEVEL,,22.5,,,,
KB317,KB317,SINGLE F/S BEVEL,,22.5,,,,
KB318,KB318,SINGLE F/S BEVEL,,45,,,,
KB319,KB319,SINGLE F/S BEVEL,,16,"0-1/16"" MAX LAND",.06,,
KB320,KB320,SINGLE F/S BEVEL,,22.5,,,,
KB321,KB321,SINGLE F/S BEVEL,,45,,,,
KB322,KB322,SINGLE F/S BEVEL,,53,"0-1/16"" MAX LAND",.06,,
KB323,KB323,SINGLE F/S BEVEL,,45,,,,
KB324,KB324,SINGLE F/S BEVEL,,22.5,,,,
KB325,KB325,SINGLE F/S BEVEL,,67.5,,,,
KB326,KB326,SINGLE F/S BEVEL,,22.5,,,,
KB327,KB327,SINGLE F/S BEVEL,,22.5,,,,
KB328,KB328,SINGLE F/S BEVEL,,50,"0-1/16"" MAX LAND",.06,,
KB329,KB329,SINGLE F/S BEVEL,,22.5,,,,
KB330,KB330,SINGLE F/S BEVEL,,35,,,,
KB331,KB331,SINGLE F/S BEVEL,,63,,,,
KB332,KB332,SINGLE F/S BEVEL,,67.5,,,,
KB333,KB333,SINGLE F/S BEVEL,,45,,,,
KB334,KB334,SINGLE F/S BEVEL,,30,,,,
KB335,KB335,SINGLE F/S BEVEL,,40,,,,
KB336,KB336,SINGLE F/S BEVEL,,55,,,,
KB337,KB337,SINGLE F/S BEVEL,,62.5,"0-1/16"" MAX LAND",.06,,
KB338,KB338,SINGLE F/S BEVEL,,30,,,,
KB339,KB339,SINGLE F/S BEVEL,,45,,,,
KB340,KB340,SINGLE F/S BEVEL,,25,,,,
KB341,KB341,SINGLE F/S BEVEL,,22.5,,,,
KB342,KB342,SINGLE F/S BEVEL,,22.5,,,,
KB343,KB343,SINGLE F/S BEVEL,,58,,,,
KB344,KB344,SINGLE F/S BEVEL,,77.5,,,,
KB345,KB345,SINGLE F/S BEVEL,,52.5,,,,
KB346,KB346,SINGLE F/S BEVEL,,45,,,,
KB347,KB347,SINGLE F/S BEVEL,,60,,,,
KB348,KB348,SINGLE F/S BEVEL,,45,,,,
KB349,KB349,SINGLE F/S BEVEL,,30,,,,
KB350,KB350,SINGLE F/S BEVEL,,67.5,,,,
KB351,KB351,SINGLE F/S BEVEL,,30,,,,
KB352,KB352,SINGLE F/S BEVEL,,52,,,,
KB353,KB353,SINGLE F/S BEVEL,,52,,,,
KB354,KB354,SINGLE F/S BEVEL,,45,,,,
KB355,KB355,SINGLE F/S BEVEL,,45,,,,
KB356,KB356,SINGLE F/S BEVEL,,37.5,,,,
KB357,KB357,SINGLE F/S BEVEL,,57,,,,
KB358,KB358,SINGLE F/S BEVEL,,67.5,,,,
KB359,KB359,SINGLE F/S BEVEL,,5,,,,
KB360,KB360,SINGLE F/S BEVEL,,45,,,,
KB361,KB361,SINGLE F/S BEVEL,,45,,,,
KB362,KB362,SINGLE F/S BEVEL,,33,,,,
KB363,KB363,SINGLE F/S BEVEL,,34,,,,
KB364,KB364,SINGLE F/S BEVEL,,8,"0-1/16"" MAX LAND",.06,,
KB365,KB365,SINGLE F/S BEVEL,,60.0,"0-1/16"" MAX LAND",.06,,
KB366,KB366,SINGLE F/S BEVEL,,6,"0-1/16"" MAX LAND",.06,,
KB367,KB367,SINGLE F/S BEVEL,,35,.125 MIN. LAND,.125,,
KB368,KB368,SINGLE F/S BEVEL,,70.5,"0-1/16"" MAX LAND",.06,,
KB369,KB369,SINGLE F/S BEVEL,,52.5,,,,
KB370,KB370,SINGLE F/S BEVEL,,52,,,,
KB371,KB371,SINGLE F/S BEVEL,,52,,,,
KB372,KB372,SINGLE F/S BEVEL,,52,,,,
KB373,KB373,SINGLE F/S BEVEL,,45,,,,
KB374,KB374,SINGLE F/S BEVEL,,52,,,,
KB375,KB375,SINGLE F/S BEVEL,,38,,,,
KB376,KB376,SINGLE F/S BEVEL,,15,,,,
KB377,KB377,SINGLE F/S BEVEL,,38,,,,
KB378,KB378,SINGLE F/S BEVEL,,38,,,,
KB379,KB379,SINGLE F/S BEVEL,,52.0,"1/8"" LAND",.13,,
KB400,KB400,UNBALANCED DOUBLE BEVEL,12.5,32.5,"0-1/16"" MAX LAND",.06,,
KB401,KB401,UNBALANCED DOUBLE BEVEL,32.5,12.5,"0-1/16"" MAX LAND",.06,,
KB402,KB402,UNBALANCED DOUBLE BEVEL,45,22.5,"0-1/16"" MAX LAND",.06,,
KB403,KB403,UNBALANCED DOUBLE BEVEL,17.5,32.5,"0-1/16"" MAX LAND",.06,,
KB404,KB404,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0-1/16"" MAX LAND",.06,,
KB405,KB405,UNBALANCED DOUBLE BEVEL,22.5,67,"0-1/16"" MAX LAND",.06,,
KB406,KB406,UNBALANCED DOUBLE BEVEL,30,60,"0-1/16"" MAX LAND",.06,,
KB407,KB407,UNBALANCED DOUBLE BEVEL,67,22.5,"0-1/16"" MAX LAND",.06,,
KB408,KB408,UNBALANCED DOUBLE BEVEL,60,30,"0-1/16"" MAX LAND",.06,,
KB409,KB409,UNBALANCED DOUBLE BEVEL,52,52,,,,
KB410,KB410,UNBALANCED DOUBLE BEVEL,52,52,,,,
KB411,KB411,UNBALANCED DOUBLE BEVEL,22.5,45,"0-1/16"" MAX LAND",.06,,
KB412,KB412,UNBALANCED DOUBLE BEVEL,38,28,,,,
KB413,KB413,UNBALANCED DOUBLE BEVEL,51,39,"0-1/16"" MAX LAND",.06,,
KB414,KB414,UNBALANCED DOUBLE BEVEL,39,51,"0-1/16"" MAX LAND",.06,,
KB415,KB415,UNBALANCED DOUBLE BEVEL,17.5,32,"0-1/16"" MAX LAND",.06,,
KB416,KB416,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0-1/16"" MAX LAND",.06,,
KB417,KB417,UNBALANCED DOUBLE BEVEL,75,15,"0-1/16"" MAX LAND",.06,,
KB418,KB418,UNBALANCED DOUBLE BEVEL,15,75,"0-1/16"" MAX LAND",.06,,
KB419,KB419,UNBALANCED DOUBLE BEVEL,66,24,"0-1/16"" MAX LAND",.06,,
KB420,KB420,UNBALANCED DOUBLE BEVEL,24,66,"0-1/16"" MAX LAND",.06,,
KB421,KB421,UNBALANCED DOUBLE BEVEL,58,32,"0-1/16"" MAX LAND",.06,,
KB422,KB422,UNBALANCED DOUBLE BEVEL,32,58,"0-1/16"" MAX LAND",.06,,
KB423,KB423,UNBALANCED DOUBLE BEVEL,45,45,"0-1/16"" MAX LAND",.06,,
KB424,KB424,UNBALANCED DOUBLE BEVEL,45,45,"0-1/16"" MAX LAND",.06,,
KB425,KB425,UNBALANCED DOUBLE BEVEL,35,10,"0-1/16"" MAX LAND",.06,,
KB426,KB426,UNBALANCED DOUBLE BEVEL,10,35,"0-1/16"" MAX LAND",.06,,
KB427,KB427,UNBALANCED DOUBLE BEVEL,45,45,"0-1/16"" MAX LAND",.06,,
KB428,KB428,UNBALANCED DOUBLE BEVEL,45,45,"0-1/16"" MAX LAND",.06,,
KB429,KB429,UNBALANCED DOUBLE BEVEL,55,35,"0-1/16"" MAX LAND",.06,,
KB430,KB430,UNBALANCED DOUBLE BEVEL,35,55,"0-1/16"" MAX LAND",.06,,
KB431,KB431,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0-1/16"" MAX LAND",.06,,
KB432,KB432,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0-1/16"" MAX LAND",.06,,
KB433,KB433,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0-1/16"" MAX LAND",.06,,
KB434,KB434,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0-1/16"" MAX LAND",.06,,
KB435,KB435,UNBALANCED DOUBLE BEVEL,52,38,"0-1/16"" MAX LAND",.06,,
KB436,KB436,UNBALANCED DOUBLE BEVEL,75,16,"0-1/16"" MAX LAND",.06,,
KB437,KB437,UNBALANCED DOUBLE BEVEL,15,75,"0-1/16"" MAX LAND",.06,,
KB438,KB438,UNBALANCED DOUBLE BEVEL,22.5,30,"0-1/16"" MAX LAND",.06,,
KB439,KB439,UNBALANCED DOUBLE BEVEL,30,22.5,"0-1/16"" MAX LAND",.06,,
KB440,KB440,UNBALANCED DOUBLE BEVEL,23,67,"0-1/16"" MAX LAND",.06,,
KB441,KB441,UNBALANCED DOUBLE BEVEL,67,23,"0-1/16"" MAX LAND",.06,,
KB442,KB442,UNBALANCED DOUBLE BEVEL,32,36,"0 1/4"" LAND",.25,,
KB443,KB443,UNBALANCED DOUBLE BEVEL,35,32,"0 1/4"" LAND",.25,,
KB444,KB444,UNBALANCED DOUBLE BEVEL,22.5,35,"0-1/16"" MAX LAND",.06,,
KB445,KB445,UNBALANCED DOUBLE BEVEL,35,22.5,"0-1/16"" MAX LAND",.06,,
KB446,KB446,UNBALANCED DOUBLE BEVEL,63,5,"0-1/16"" MAX LAND",.06,,
KB447,KB447,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0-1/16"" MAX LAND",.06,,
KB448,KB448,UNBALANCED DOUBLE BEVEL,45,22.5,"0-1/16"" MAX LAND",.06,,
KB449,KB449,UNBALANCED DOUBLE BEVEL,45,45,"0-1/16"" MAX LAND",.06,,
KB450,KB450,UNBALANCED DOUBLE BEVEL,45,45,"0-1/16"" MAX LAND",.06,,
KB451,KB451,UNBALANCED DOUBLE BEVEL,45,22.5,"0-1/16"" MAX LAND",.06,,
KB452,KB452,UNBALANCED DOUBLE BEVEL,22.5,45,"0-1/16"" MAX LAND",.06,,
KB453,KB453,UNBALANCED DOUBLE BEVEL,20,70,"0-1/16"" MAX LAND",.06,,
KB454,KB454,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0 1/16""",.06,VOID,KB320
KB455,KB455,UNBALANCED DOUBLE BEVEL,40,64,,,,
KB456,KB456,UNBALANCED DOUBLE BEVEL,24.5,53.0,"0-1/16"" MAX LAND",.06,,
KB457,KB457,UNBALANCED DOUBLE BEVEL,53.0,24.5,"0-1/16"" MAX LAND",.06,,
KB458,KB458,UNBALANCED DOUBLE BEVEL,64.5,39.5,,,,
KB459,KB459,UNBALANCED DOUBLE BEVEL,39.5,64.5,,,,
KB460,KB460,UNBALANCED DOUBLE BEVEL,45,22.5,"0-1/16"" MAX LAND",.06,,
KB461,KB461,UNBALANCED DOUBLE BEVEL,22.5,45,"0-1/16"" MAX LAND",.06,,
KB462,KB462,UNBALANCED DOUBLE BEVEL,65,39,,,,
KB463,KB463,UNBALANCED DOUBLE BEVEL,39,65,,,,
KB464,KB464,UNBALANCED DOUBLE BEVEL,57.5,46.5,,,,
KB465,KB465,UNBALANCED DOUBLE BEVEL,46.5,57.5,,,,
KB466,KB466,UNBALANCED DOUBLE BEVEL,35,25,"0-1/16"" MAX LAND",.06,,
KB467,KB467,UNBALANCED DOUBLE BEVEL,25,35,"0-1/16"" MAX LAND",.06,,
KB468,KB468,UNBALANCED DOUBLE BEVEL,35,30,,,,
KB469,KB469,UNBALANCED DOUBLE BEVEL,32.5,35,"0-1/16"" MAX LAND",.06,,
KB470,KB470,UNBALANCED DOUBLE BEVEL,30,35,"0 1/4"" LAND",.25,,
KB471,KB471,UNBALANCED DOUBLE BEVEL,52,52,LAND TO SUIT,,,
KB472,KB472,UNBALANCED DOUBLE BEVEL,57,47,,,,
KB473,KB473,UNBALANCED DOUBLE BEVEL,35,32.5,"0-1/16"" MAX LAND",.06,,
KB474,KB474,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0-1/16"" MAX LAND",.06,,
KB475,KB475,UNBALANCED DOUBLE BEVEL,22.5,37.5,"0 1/16"" MAX LAND",.06,,
KB476,KB476,UNBALANCED DOUBLE BEVEL,60,10,"0-1/16"" MAX LAND",.06,,
KB477,KB477,UNBALANCED DOUBLE BEVEL,52,45,LAND TO SUIT,,,
KB478,KB478,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0 1/16"" LAND",.06,,
KB479,KB479,UNBALANCED DOUBLE BEVEL,22.5,22.5,"0 1/16""",.06,,
KB480,KB480,UNBALANCED DOUBLE BEVEL,45,45,TO SUIT,,,
KB481,KB481,UNBALANCED DOUBLE BEVEL,30,20,"0-1/16"" MAX LAND",.06,,
KB482,KB482,UNBALANCED DOUBLE BEVEL,45,45,TO SUIT,,,
KB483,KB483,UNBALANCED DOUBLE BEVEL,45,45,TO SUIT,,,
KB484,KB484,UNBALANCED DOUBLE BEVEL,45,45,TO SUIT,,,
KB485,KB485,UNBALANCED DOUBLE BEVEL,45,45,TO SUIT,,,
KB486,KB486,UNBALANCED DOUBLE BEVEL,45,39,,,,
KB487,KB487,UNBALANCED DOUBLE BEVEL,45,41,,,,
KB488,KB488,UNBALANCED DOUBLE BEVEL,45,37,,,,
KB489,KB489,UNBALANCED DOUBLE BEVEL,45,30,,,,
KB490,KB490,UNBALANCED DOUBLE BEVEL,22.5,22.5,.06 MAX LAND,.06,,
KB491,KB491,UNBALANCED DOUBLE BEVEL,45,30,,,,
KB492,KB492,UNBALANCED DOUBLE BEVEL,45,37,,,,
KB493,KB493,UNBALANCED DOUBLE BEVEL,45,35,,,,
KB494,KB494,UNBALANCED DOUBLE BEVEL,45,40,,,,
KB495,KB495,UNBALANCED DOUBLE BEVEL,45,32,,,,
KB496,KB496,UNBALANCED DOUBLE BEVEL,45,37,,,,
KB497,KB497,UNBALANCED DOUBLE BEVEL,45,39,,,,
KB498,KB498,UNBALANCED DOUBLE BEVEL,45,40,,,,
KB499,KB499,UNBALANCED DOUBLE BEVEL,45,30,,,,
KB500,KB500,STD BEVEL (KB5##) TAPER W/SINGLE BEVEL,,,1/16,.06,,
KB501,KB501,TAPER WITH SINGLE BEVEL,22.5,,"1/16"" MAX LAND",.06,,
KB502,KB502,TAPER WITH SINGLE BEVEL,22.5,,"0-1/16"" MAX LAND",.06,,
KB503,KB503,TAPER WITH SINGLE BEVEL,38,,,,VOID,KB422
KB504,KB504,TAPER WITH SINGLE BEVEL,45,,TO SUIT,,,
KB505,KB505,TAPER WITH SINGLE BEVEL,8,,TO SUIT,,,
KB506,KB506,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX LAND",.06,,
KB507,KB507,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX LAND",.06,VOID,KB501
KB508,KB508,TAPER WITH SINGLE BEVEL,52.0,52.0,"0 1/4"" LAND",.25,,
KB509,KB509,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX LAND",.06,,
KB510,KB510,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX LAND",.06,,
KB511,KB511,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX LAND",.06,,
KB512,KB512,TAPER WITH SINGLE BEVEL,45,,"0 1/16"" MAX LAND",.06,,
KB513,KB513,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX LAND",.06,,
KB514,KB514,TAPER WITH SINGLE BEVEL,22.5,,,,,
KB515,KB515,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX LAND",.06,,
KB516,KB516,TAPER WITH SINGLE BEVEL,22.5,,,,,
KB517,KB517,TAPER WITH SINGLE BEVEL,22.5,,,,,
KB518,KB518,TAPER WITH SINGLE BEVEL,22.5,,,,,
KB519,KB519,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX LAND",.06,,
KB520,KB520,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX",.06,,
KB521,KB521,TAPER WITH SINGLE BEVEL,30,,"0 1/4"" LAND",.25,,
KB522,KB522,TAPER WITH SINGLE BEVEL,50,,"0 1/4"" LAND",.25,,
KB523,KB523,TAPER WITH SINGLE BEVEL,30,,"0 1/4"" LAND",.25,,
KB524,KB524,TAPER WITH SINGLE BEVEL,22.5,,,,,
KB525,KB525,TAPER WITH SINGLE BEVEL,30,,"0 1/4"" LAND",.25,,
KB526,KB526,TAPER WITH SINGLE BEVEL,30,,"0 1/4"" LAND",.25,,
KB527,KB527,TAPER WITH SINGLE BEVEL,22.5,,"0 1/16"" MAX LAND",.06,,
KB528,KB528,TAPER WITH SINGLE BEVEL,22.5,,,,,
KB529,KB529,TAPER WITH SINGLE BEVEL,30,,"0 5/16"" LAND",.31,,
KB530,KB530,TAPER WITH SINGLE BEVEL,22.5,,,,,
KB531,KB531,TAPER WITH SINGLE BEVEL,22.5,,,,,
